Nombre del producto,Descripcion,Categoria,Precio de lista,Precio con descuento,Link del producto,Stock,Sku (codigo de referencia)
CHOCOLATE CADBURY YOGHURT DE FRUTILLA X 162 Gr,CHOCOLATE CADBURY YOGHURT DE FRUTILLA X 162 Gr,/Almacén/Golosinas y Chocolates/Chocolates/,643.49,643.49,https://www.hiperlibertad.com.ar/chocolate-cadbury-yoghurt-de-frutilla-x-162-gr/p,225,473754
CHICLE BELD INFIN BLUEBER X 7U CHICLE BELDENT INFINITE BLUEBERRY X 7U,CHICLE BELD INFIN BLUEBER X 7U,/Almacén/Golosinas y Chocolates/Caramelos y Chicles/,112.49,112.49,https://www.hiperlibertad.com.ar/chicle-beld-infin-blueber-x-7u/p,469,473670
CHICLE BELD INFINIT MENTA X 7U CHICLE BELDENT INFINIT MENTA X 7U,CHICLE BELD INFINIT MENTA X 7U,/Almacén/Golosinas y Chocolates/Caramelos y Chicles/,112.49,112.49,https://www.hiperlibertad.com.ar/chicle-beld-infinit-menta-x-7u/p,695,473667
GALLET.VARIEDAD DORADA X310G,GALLET.VARIEDAD DORADA X310G,/Almacén/Desayuno y Merienda/Galletitas dulces/,218.52,218.52,https://www.hiperlibertad.com.ar/galletitas-dulces-variedad-dorada-terrabusi-x-310gr/p,81,473559
GALLET.OREO GOLDEN QI 12X354G GALLETAS OREO GOLDEN 354 Gr,GALLET.OREO GOLDEN QI 12X354G,/Almacén/Desayuno y Merienda/Galletitas dulces/,506.49,506.49,https://www.hiperlibertad.com.ar/gallet-oreo-golden-qi-12x354g/p,76,473556
PURE DE TOMATE ARCOR X 210G,PURE DE TOMATE ARCOR X 210G,/Almacén/Conservas/Conservas de tomate/,59.77,59.77,https://www.hiperlibertad.com.ar/pure-de-tomate-arcor-x-210g/p,69,473342
TÉ TARAGUI DIAMANTADO  EN SAQUITOS SIN ENSOBRAR 100 SAQ,TÉ TARAGUI DIAMANTADO  EN SAQUITOS SIN ENSOBRAR 100 SAQ,/Almacén/Desayuno y Merienda/Tés/,394.49,266.3,https://www.hiperlibertad.com.ar/te-taragui-diamantado-en-saquitos-sin-ensobrar-100-saq/p,24,473192
BIZCOCHOS AZUCARADOS RECETAS DE LA ABUELA X 180 Gr,BIZCOCHOS AZUCARADOS RECETAS DE LA ABUELA X 180 Gr,/Almacén/Desayuno y Merienda/Galletitas dulces/,69.49,69.49,https://www.hiperlibertad.com.ar/bizcochos-azucarados-recetas-de-la-abuela-x-180-gr/p,109,473102
QUESO BLANCO TREGAR LIGHT 300GR,QUESO BLANCO TREGAR LIGHT 300GR,/QUESOS Y FIAMBRES/Quesos/Quesos untables/,259.99,259.99,https://www.hiperlibertad.com.ar/queso-blanco-tregar-light-300gr/p,30,472791
Shampoo SEDAL Colágeno + Vitamina C 340 ml,"Nuevo shampoo Sedal Colágeno + Vitamina C. Descubrí los ingredientes expertos en el cuidado de la piel, ¡ahora en tu pelo!
Nuestra exclusiva fórmula, combina Colágeno y Vitamina C, para un cuidado profundo de tu cabello ¡Logrando una regeneración* y luminosidad increíble!
El Colágeno es conocido por aportar firmeza ayudando en la regeneración de las fibras capilares debilitadas. Mientras que la vitamina C es un experto antioxidante, esencial para la producción de colágeno y potenciador de la luminosidad.
En un mundo vibrante y en constante cambio, podemos celebrar cada desafío con un cabello protegido, reparado, fuerte y bien cuidado. Con décadas de experiencia en cada envase, podés contar con nosotros para lograr el objetivo en esta tarea.
Viene en sus tres formatos: 190 ml, 340 ml y 650 ml. Modo de uso: colócalo en la mano, aplícalo sobre el cabello, masajea suavemente y luego enjuaga. No ingerir. Evite el contacto con los ojos. En caso de contacto accidental, enjuáguelos con abundante agua fría. Discontinuar su uso si aparecen síntomas de irritación u otra reacción desfavorable. Este producto tiene la certificación PETA: Globalmente Sedal no testea en animales. 
*Regeneración de la suavidad, brillo y fuerza debido al quiebre, con el uso de la línea completa.",/Perfumería/Cuidado Capilar/Shampoo/,386.99,386.99,https://www.hiperlibertad.com.ar/shampoo-sedal-colageno-vitamina-c-340-ml/p,579,472667
Acondicionador SEDAL Colágeno + Vitamina C 340 ml,ACONDICIONADOR SEDAL COLAG Y VIT C X340ML,/Perfumería/Cuidado Capilar/Acondicionadores/,386.99,386.99,https://www.hiperlibertad.com.ar/acondicionador-sedal-colageno-vitamina-c-340-ml/p,48,472666
CREMA DENTAL ODOL DOBLE PROT 180GR CREMA DENTAL ODOL DOBLE ACCION 180 GR,CREMA DENTAL ODOL DOBLE PROT 180GR,/Perfumería/Cuidado Oral/Pastas Dentales/,236.18,236.18,https://www.hiperlibertad.com.ar/crema-dental-odol-doble-prot-180gr/p,561,472631
LAVANDINA AYUDÍN CLÁSICA 1L,LAVANDINA AYUDÍN CLÁSICA 1L,/Limpieza/Lavandina/Lavandina en Gel/,126.49,126.49,https://www.hiperlibertad.com.ar/lavandina-ayudin-clasica-1l/p,110,472413
QUITAMANCHAS AYUDÍN BLANCOS INTENSOS 1L,QUITAMANCHAS AYUDÍN BLANCOS INTENSOS 1L,/Limpieza/Cuidado de la Ropa/Quitamanchas/,182.99,139.99,https://www.hiperlibertad.com.ar/quitamanchas-ayudin-blancos-intensos-1l/p,599,472412
LECHE LA SERENÍSIMA UAT ENTERA FORT 3% 1L LECHE LS UAT ENTERA FORT3% 1 L,LECHE LA SERENÍSIMA UAT ENTERA FORT 3% 1L,/Lácteos/Leches/Larga Vida/,239.99,239.99,https://www.hiperlibertad.com.ar/leche-la-serenisima-uat-entera-fort-3-1l/p,761,472354
LECHE LA SERENÍSIMA UAT DESC FORT 1% 1L LECHE LS UAT DESC FORT1% 1 L,LECHE LA SERENÍSIMA UAT DESC FORT 1% 1L,/Lácteos/Leches/Larga Vida/,269.99,269.99,https://www.hiperlibertad.com.ar/leche-la-serenisima-uat-desc-fort-1-1l/p,2363,472353
QUESO FINLANDIA LIGHT POT 290 GRS,QUESO FINLANDIA LIGHT POT 290 GRS,/QUESOS Y FIAMBRES/Quesos/Quesos untables/,566.99,566.99,https://www.hiperlibertad.com.ar/queso-finlandia-light-pot-290-grs/p,87,472100
QUESO FINLANDIA LIGHT POT 180 GRS,QUESO FINLANDIA LIGHT POT 180 GRS,/QUESOS Y FIAMBRES/Quesos/Quesos untables/,379.99,379.99,https://www.hiperlibertad.com.ar/queso-finlandia-light-pot-180-grs/p,237,472082
QUESO RALLADO LA SERENÍSIMA BOLSA 130 GRS,QUESO RALLADO LA SERENÍSIMA BOLSA 130 GRS,/QUESOS Y FIAMBRES/Quesos/Quesos duros/,659.99,659.99,https://www.hiperlibertad.com.ar/queso-rallado-la-serenisima-bolsa-130-grs/p,18,472070
REPOLLO BLANCO x 500 gr,REPOLLO BLANCO x 500 gr,/Frutas y Verduras/Verduras/,119.0,119.0,https://www.hiperlibertad.com.ar/repollo-blanco-x-500-gr/p,21,471924
UVA RED GLOBE X 500 G,UVA RED GLOBE x 500 g,/Frutas y Verduras/Frutas/Frutas sueltas/,499.0,499.0,https://www.hiperlibertad.com.ar/uva-red-globe-x-500-g/p,135,471916
MANZANA VERDE X 500 G,MANZANA VERDE x 500 g,/Frutas y Verduras/Frutas/Frutas sueltas/,199.0,199.0,https://www.hiperlibertad.com.ar/manzana-verde-x-500-g/p,47,471913
CRIOLLITOS COMUNES X 250 G ECOMM C/CPC,CRIOLLITOS COMUNES X 250 G,/Almacén/Panificados/Elaboración Propia/,89.0,89.0,https://www.hiperlibertad.com.ar/criollitos-comunes-x-250-g/p,1055,471886
PAN FRANCÉS X 500 G PAN FRANC�S X 500 G ECOMM C/CPC,PAN FRANCÉS X 500 G,/Almacén/Panificados/Elaboración Propia/,151.99,151.99,https://www.hiperlibertad.com.ar/pan-frances-x-500-g/p,322,471885
MATAMBRE DE CERDO X 1 KG,MATAMBRE DE CERDO x 1 kg,/CARNES/Carne de cerdo/,1499.0,1499.0,https://www.hiperlibertad.com.ar/matambre-de-cerdo-x-1-kg/p,36,471792
BOCADO SIN HUESO NOVILLITO X 500 G,BOCADO SIN HUESO NOVILLITO x 500 g,/CARNES/Carne vacuna/,729.5,729.5,https://www.hiperlibertad.com.ar/bocado-sin-hueso-novillito-x-500-g/p,245,471756
MILANESA DE SOJA MANJAR QUESO AVN 4U MIL SOJA MANJAR QUESO AVN 4U,MILANESA DE SOJA MANJAR QUESO AVN 4U,/CONGELADOS/Hamburguesas y milanesas/,249.49,249.49,https://www.hiperlibertad.com.ar/milanesa-de-soja-manjar-queso-avn-4u/p,2,471617
Palitos Pep Comun 84 gr,"Palitos PeP, con el sabor más rico e irresistible",/Almacén/Snacks/Palitos/,177.99,177.99,https://www.hiperlibertad.com.ar/palitos-pep-comun-84-gr/p,265,471359
MANI CROPPERS SALADO S/P X 100G MANI CROPPERS SALADO SIN PIEL X 100 Gr,MANI CROPPERS SALADO S/P X 100G,/Almacén/Snacks/Maní/,139.99,139.99,https://www.hiperlibertad.com.ar/mani-croppers-salado-s-p-x-100g/p,435,471357
CHUKER LIQUIDO ZINC 200 CC,CHUKER LIQUIDO ZINC 200 CC,/Almacén/Desayuno y Merienda/Azucar y Edulcorantes/,213.99,213.99,https://www.hiperlibertad.com.ar/chuker-liquido-zinc-200-cc/p,59,471313
CHUKER CLASICO ZINC 400 CC,CHUKER CLASICO ZINC 400 CC,/Almacén/Desayuno y Merienda/Azucar y Edulcorantes/,329.49,329.49,https://www.hiperlibertad.com.ar/chuker-clasico-zinc-400-cc/p,171,471311
Cheetos Queso 151 gr,"Cheetos horneados sabor queso, ricos y crocantes!",/Almacén/Snacks/Chizitos/,397.99,239.0,https://www.hiperlibertad.com.ar/cheetos-queso-151-gr/p,341,471306
Cheetos Queso 47 gr,"Cheetos horneados sabor queso, ricos y crocantes!",/Almacén/Snacks/Chizitos/,178.99,178.99,https://www.hiperlibertad.com.ar/cheetos-queso-47-gr/p,519,471304
Doritos Queso 220 gr,Exquisitas tortillas sabor a queso,/Almacén/Snacks/Papas Fritas/,749.49,749.49,https://www.hiperlibertad.com.ar/doritos-queso-220-gr/p,359,471303
3Ds Mega Queso 47 gr,Conos 3D`s mega crocantes sabor queso. Probá el sabor al extremo!,/Almacén/Snacks/Papas Fritas/,191.49,191.49,https://www.hiperlibertad.com.ar/3ds-mega-queso-47-gr/p,393,471285
3Ds Mega Queso 95 gr,Conos 3D`s mega crocantes sabor queso. Probá el sabor al extremo!,/Almacén/Snacks/Papas Fritas/,308.99,308.99,https://www.hiperlibertad.com.ar/3ds-mega-queso-95-gr/p,216,471284
Papas Fritas Acanaladas Pehuamar 140 gr,Las tradicionales papas fritas Pehuamar ideales para compartir en familia!,/Almacén/Snacks/Papas Fritas/,292.49,292.49,https://www.hiperlibertad.com.ar/papas-fritas-acanaladas-pehuamar-140-gr/p,10,471275
JABÓN LÍQUIDO ECOVITA BABY DP 800ML,JABÓN LÍQUIDO ECOVITA BABY DP 800ML,/Limpieza/Cuidado de la Ropa/Jabón Líquido/,308.99,308.99,https://www.hiperlibertad.com.ar/jabon-liquido-ecovita-baby-dp-800ml/p,50,471237
Sopa Quick KNORR Tomate 5 sobres,SOPA KNORR QUICK HECHO CON TOMATATE X 5 SOBRES,"/Almacén/Caldos, Sopas y Puré/Sopas/",253.99,253.99,https://www.hiperlibertad.com.ar/sopa-quick-knorr-tomate-5-sobres/p,577,471025
LAVANDINA AYUDIN TRIPLE PODER LAVANDA X2,LAVANDINA AYUDIN TRIPLE PODER LAVANDA X2,/Limpieza/Lavandina/Lavandina en Gel/,264.99,264.99,https://www.hiperlibertad.com.ar/lavandina-ayudin-triple-poder-lavanda-x2/p,239,470670
BOCADITO MILKA OREO BOMBON X19G MILKA OREO BOMBON X19G,BOCADITO MILKA OREO BOMBON X19G,/Almacén/Golosinas y Chocolates/Bombones/,45.99,45.99,https://www.hiperlibertad.com.ar/bocadito-milka-oreo-bombon-x19g/p,1024,470566
GALLETA VARIEDAD AHORA MAS X 610 GR,GALLETA VARIEDAD AHORA MAS X 610 GR,/Almacén/Desayuno y Merienda/Galletitas dulces/,424.99,424.99,https://www.hiperlibertad.com.ar/galleta-variedad-ahora-mas-x-610-gr/p,1272,470564
GARBANZOS LA ESPAÑOLA X 400 Gr,GARBANZOS LA ESPAÑOLA X 400 Gr,/Almacén/Arroz y Legumbres/Legumbres/,156.99,156.99,https://www.hiperlibertad.com.ar/garbanzos-la-espa-ola-x-400-gr/p,106,470546
ARVEJAS ENTERAS LA ESPAÑOLA 400G ARVEJAS LA ESPAÑOLA ENTERAS SECAS X 400 Gr,ARVEJAS ENTERAS LA ESPAÑOLA 400G,/Almacén/Arroz y Legumbres/Legumbres/,84.49,84.49,https://www.hiperlibertad.com.ar/arvejas-enteras-la-espanola-400g/p,142,470545
RAVIOLES DI PASCUALE JAMON Y QUESO X 500 Gr,RAVIOLES DI PASCUALE JAMON Y QUESO X 500 Gr,/PASTAS FRESCAS Y TAPAS/Pastas Rellenas/,179.99,179.99,https://www.hiperlibertad.com.ar/ravioles-di-pascuale-jamon-y-queso-x-500-gr/p,64,470430
TAPAS DI PASC PASC HOJ 2 UN,TAPAS DI PASC PASC HOJ 2 UN,/PASTAS FRESCAS Y TAPAS/Tapas/,173.99,173.99,https://www.hiperlibertad.com.ar/tapas-di-pasc-pasc-hoj-2-un/p,145,470429
ÑOQUIS DI PASC 500 GRS,ÑOQUIS DI PASC 500 GRS,/PASTAS FRESCAS Y TAPAS/Fideos y ñoquis/,159.99,159.99,https://www.hiperlibertad.com.ar/noquis-di-pasc-500-grs/p,66,470425
RAVIOLES DI PASCUALLE POLLO Y VERDURA 500 GRS,RAVIOLES DI PASCUALLE POLLO Y VERDURA 500 GRS,/PASTAS FRESCAS Y TAPAS/Pastas Rellenas/,179.99,179.99,https://www.hiperlibertad.com.ar/ravioles-di-pascualle-pollo-y-verdura-500-grs/p,73,470424
TAPAS DI PASC P EMP FREIR 12UN,TAPAS DI PASC P EMP FREIR 12UN,/PASTAS FRESCAS Y TAPAS/Tapas/,105.99,105.99,https://www.hiperlibertad.com.ar/tapas-di-pasc-p-emp-freir-12un/p,140,470421
Yogur ser Natural 300 grs,Yogur ser Natural 300 grs,/Lácteos/Yogures/Firmes/,355.99,328.1,https://www.hiperlibertad.com.ar/yogur-ser-natural-300-grs/p,30,470400
Avena Quaker Instantanea Fortificada 380 gr,"La avena lista para comer en todos tus desayunos, con frutas, con yogur, con lo que mas te guste!",/Almacén/Desayuno y Merienda/Cereales/,361.49,244.01,https://www.hiperlibertad.com.ar/avena-quaker-instantanea-fortificada-380-gr/p,101,470358
Avena Quaker Instantanea Fortificada 660 gr,"La avena lista para comer en todos tus desayunos, con frutas, con yogur, con lo que mas te guste!",/Almacén/Desayuno y Merienda/Cereales/,544.99,367.73,https://www.hiperlibertad.com.ar/avena-quaker-instantanea-fortificada-660-gr/p,11,470357
MANA VAINILLA FRUTILLA 152 GR,MANA VAINILLA FRUTILLA 152 GR,/Almacén/Desayuno y Merienda/Galletitas dulces/,118.49,118.49,https://www.hiperlibertad.com.ar/mana-vainilla-frutilla-152-gr/p,1074,470055
RAVIOLES LA SALTEÑA  POLL/VER 450 GRS,RAVIOLES LA SALTEÑA  POLL/VER 450 GRS,/PASTAS FRESCAS Y TAPAS/Pastas Rellenas/,389.99,389.99,https://www.hiperlibertad.com.ar/ravioles-la-saltena-poll-ver-450-grs/p,25,470000
RAVIOLES LA SALTEÑA RICOTTA TASTY 450 GRS,RAVIOLES LA SALTEÑA RICOTTA TASTY 450 GRS,/PASTAS FRESCAS Y TAPAS/Pastas Rellenas/,389.99,389.99,https://www.hiperlibertad.com.ar/rav-ls-ricotta-tasty-450-grs/p,12,469999
YOGUR ILOLAY BATIDO ENTERO VAINILLA X 120 Gr,YOGUR ILOLAY BATIDO ENTERO VAINILLA X 120 Gr,/Lácteos/Yogures/Firmes/,57.36,57.36,https://www.hiperlibertad.com.ar/yogur-ilolay-batido-entero-vainilla-x-120-gr/p,12,469989
Papas Fritas Lays Clásicas 379 gr,Papas fritas clasicas para llevar a la juntada con amigos/as,/Almacén/Snacks/Papas Fritas/,835.49,835.49,https://www.hiperlibertad.com.ar/papas-fritas-lays-cl-sicas-379-gr/p,178,469582
Papas Fritas Lays Clásicas 249 gr,Papas fritas clasicas para llevar a la juntada con amigos/as,/Almacén/Snacks/Papas Fritas/,618.99,409.0,https://www.hiperlibertad.com.ar/papas-fritas-lays-cl-sicas-249-gr/p,189,469581
Papas Fritas Lays Clásicas 145 gr,Papas fritas clasicas para llevar a la juntada con amigos/as,/Almacén/Snacks/Papas Fritas/,424.99,424.99,https://www.hiperlibertad.com.ar/papas-fritas-lays-cl-sicas-145-gr/p,824,469580
Papas Fritas Lays Clásicas 94 gr,Papas fritas clasicas para llevar a la juntada con amigos/as,/Almacén/Snacks/Papas Fritas/,297.99,297.99,https://www.hiperlibertad.com.ar/papas-fritas-lays-cl-sicas-94-gr/p,1689,469579
Papas Fritas Lays Clásicas 45 gr,Papas fritas clasicas para llevar a la juntada con amigos/as,/Almacén/Snacks/Papas Fritas/,173.49,173.49,https://www.hiperlibertad.com.ar/papas-fritas-lays-cl-sicas-45-gr/p,503,469578
Papas Fritas Lays Sabor Jamón Serrano 85 gr,Papas fritas clasicas para llevar a la juntada con amigos/as,/Almacén/Snacks/Papas Fritas/,348.99,348.99,https://www.hiperlibertad.com.ar/papas-fritas-lays-sabor-jam-n-serrano-85-gr/p,422,469577
FIDEOS MOÑO ARCOR X500G,FIDEOS MO�O ARCOR X500G,/Almacén/Pastas Secas y Salsas/Fideos Guiseros/,183.99,183.99,https://www.hiperlibertad.com.ar/fideos-mo-o-arcor-x500g/p,106,469566
TE LAVIRGINIA TILOMZNCEDRON25S,TE LAVIRGINIA TILOMZNCEDRON25S,/Almacén/Desayuno y Merienda/Tés/,200.99,200.99,https://www.hiperlibertad.com.ar/te-lavirginia-tilomzncedron25s/p,128,469483
Yogur Gran Compra Entero Batido Vainilla 120 grs,Yogur Gran Compra Entero Batido Vainilla 120 grs,/Lácteos/Yogures/Firmes/,70.49,60.6,https://www.hiperlibertad.com.ar/yogur-gran-compra-entero-batido-vainilla-120-grs/p,40,469284
Yogur Gran Compra Entero Batido Frutilla 120 grs,Yogur Gran Compra Entero Batido Frutilla 120 grs,/Lácteos/Yogures/Firmes/,70.49,60.6,https://www.hiperlibertad.com.ar/yogur-gran-compra-entero-batido-frutilla-120-grs/p,46,469240
AVENA TOSTEX INSTANTANEA300G,Avena instantanea Tostex 300gr,/Almacén/Desayuno y Merienda/Cereales/,198.49,198.49,https://www.hiperlibertad.com.ar/avena-tostex-instantanea300g/p,71,469181
DISCOS DE ARROZ  SALAME 2 HNOS,DISCOS DE ARROZ  SALAME 2 HNOS,/Almacén/Snacks/Mix/,129.49,89.99,https://www.hiperlibertad.com.ar/discos-de-arroz-salame-2-hnos/p,207,469109
GALLETAS DE ARROZ GRANDIET MULTICEREAL X 100 Gr,GALLETAS DE ARROZ GRANDIET MULTICEREAL X 100 Gr,/Frutas y Verduras/Frutas/Frutas empaquetadas/,103.99,103.99,https://www.hiperlibertad.com.ar/galletas-de-arroz-grandiet-multicereal-x-100-gr/p,83,469013
PAN RALLADO CAÑUELAS X1KG,PAN RALLADO CAÑUELAS X1KG,/Almacén/Panificados/Pan rallado y rebozadores/,158.87,158.87,https://www.hiperlibertad.com.ar/pan-rallado-canuelas-x1kg/p,1,468941
Postre Danette Crema Americana 95 grs POSTRE DANETTE C AMER 95 GRS,Postre Danette Crema Americana 95 grs,/Lácteos/POSTRES Y FLANES/Postres/,199.99,126.6,https://www.hiperlibertad.com.ar/postre-danette-crema-americana-95-grs/p,101,468565
GELATINA EXQUISITA LIGHT FRUTILLA X 20 GR,GELATINA EXQUISITA LIGHT FRUTILLA X 20 GR,/Almacén/Para preparar/Gelatinas/,123.49,123.49,https://www.hiperlibertad.com.ar/gelatina-exquisita-light-frutilla-x-20-gr/p,784,468236
CHICLE BELDENT FRUTILLA QI X 20 GR BELDENT FRUTILLA QI 20 GR,CHICLE BELDENT FRUTILLA QI X 20 GR,/Almacén/Golosinas y Chocolates/Caramelos y Chicles/,80.49,80.49,https://www.hiperlibertad.com.ar/chicle-beldent-frutilla-qi-x-20-gr/p,722,468233
RAID MATS 24UN/80 AR,RAID MATS 24UN/80 AR,/Limpieza/Insecticidas/Tabletas y Difusores/,207.49,207.49,https://www.hiperlibertad.com.ar/raid-mats-24un-80-ar/p,676,468222
GALLETAS ROSQUITA COCO TOSTEX X 300G,GALLETAS ROSQUITA COCO TOSTEX X 300G,/Almacén/Desayuno y Merienda/Galletitas dulces/,170.99,170.99,https://www.hiperlibertad.com.ar/galletas-rosquita-coco-tostex-x-300g/p,11,468191
GALLETITAS AVENA MIEL TOSTEX X300,GALLETITAS AVENA MIEL TOSTEX X300,/Almacén/Desayuno y Merienda/Galletitas dulces/,206.99,206.99,https://www.hiperlibertad.com.ar/galletitas-avena-miel-tostex-x300/p,11,468188
Galletas Tostex Chips de Chocolate 300 g,Galletas Tostex Chips de Chocolate 300 g,/Almacén/Desayuno y Merienda/Galletitas dulces/,190.99,190.99,https://www.hiperlibertad.com.ar/galletas-tostex-chips-de-chocolate-300-g/p,16,468182
MAXIMO ARROZ LARGO FINO X500G,MAXIMO ARROZ LARGO FINO X500G,/Almacén/Arroz y Legumbres/Arroz/,80.89,80.89,https://www.hiperlibertad.com.ar/maximo-arroz-largo-fino-x500g/p,7,468157
ARROZ MAXIMO PARBOIL X500G,ARROZ MAXIMO PARBOIL X500G,/Almacén/Arroz y Legumbres/Arroz/,91.33,91.33,https://www.hiperlibertad.com.ar/arroz-maximo-parboil-x500g/p,17,468154
TAPA EMPANADAS LA SALTEÑA FREIR 412G,TAPA EMPANADAS LA SALTEÑA FREIR 412G,/PASTAS FRESCAS Y TAPAS/Tapas/,259.99,259.99,https://www.hiperlibertad.com.ar/tapa-empanadas-la-saltena-freir-412g/p,95,468133
TAPA EMPANADAS LA SALTEÑA HOJALDRADAS 412G,TAPA EMPANADAS LA SALTEÑA HOJALDRADAS 412G,/PASTAS FRESCAS Y TAPAS/Tapas/,259.99,259.99,https://www.hiperlibertad.com.ar/tapa-empanadas-la-saltena-hojaldradas-412g/p,283,468132
TAPA EMPANADAS LA SALTEÑA CRIOLLA 412G,TAPA EMPANADAS LA SALTEÑA CRIOLLA 412G,/PASTAS FRESCAS Y TAPAS/Tapas/,259.99,259.99,https://www.hiperlibertad.com.ar/tapa-empanadas-la-saltena-criolla-412g/p,64,468131
YERBA LA MERCED CAMPO O.C.500G,YERBA LA MERCED CAMPO O.C.500G,/Almacén/Desayuno y Merienda/Yerbas/,588.99,588.99,https://www.hiperlibertad.com.ar/yerba-la-merced-campo-o-c-500g/p,539,467923
LENTEJAS IDOLO X 350 GRS,LENTEJAS IDOLO X 350 GRS,/Almacén/Conservas/Conservas de verduras y legumbres/,124.99,89.99,https://www.hiperlibertad.com.ar/lentejas-x-350-grs-idolo/p,144,467763
CREMA CHOCLO BLA IDOLO X 350,CREMA CHOCLO BLA IDOLO X 350,/Almacén/Conservas/Conservas de verduras y legumbres/,109.99,109.99,https://www.hiperlibertad.com.ar/crema-choclo-bla-idolo-x-350/p,23,467759
YERBA PLAYADITO SUAVE BCP500G,YERBA PLAYADITO SUAVE BCP500G,/Almacén/Desayuno y Merienda/Yerbas/,386.97,386.97,https://www.hiperlibertad.com.ar/yerba-playadito-suave-bcp500g/p,83,467227
PIMIENTA BLANCA CELU SOB X25 GR,PIMIENTA BLANCA CELU SOB X25 GR,"/Almacén/Sal, Pimienta y Especias/Pimienta/",183.99,183.99,https://www.hiperlibertad.com.ar/pimienta-blanca-celu-sob-x25-gr/p,32,466668
QUESO CREMATTO LIGHT MK 450GR,QUESO CREMATTO LIGHT MK 450GR,/QUESOS Y FIAMBRES/Quesos/Quesos untables/,402.49,402.49,https://www.hiperlibertad.com.ar/queso-crematto-light-mk-450gr/p,46,466648
SALSA GOLF DANICA X 220GR SALSA GOLF DANICA X 220 Gr,SALSA GOLF DANICA X 220GR,/Almacén/Aderezos/Salsa Golf/,148.49,148.49,https://www.hiperlibertad.com.ar/salsa-golf-danica-x-220gr/p,92,466291
CEREAL ARCOR ESTRELLA FRUTAL25G,Cereal frutal Estrella Arcor 25 gr,/Almacén/Desayuno y Merienda/Cereales/,44.49,44.49,https://www.hiperlibertad.com.ar/cereal-arcor-estrella-frutal25g/p,750,466155
CER.ARCOR ESTRELLA FRUTAL150G CEREALES ARCOR ESTRELLAS FRUTAL150GR,CER.ARCOR ESTRELLA FRUTAL150G,/Almacén/Desayuno y Merienda/Cereales/,145.49,145.49,https://www.hiperlibertad.com.ar/cer-arcor-estrella-frutal150g/p,88,466153
Tortuga De Chocolate Arcor 150 g,Tortuga De Chocolate Arcor 150 g,/Almacén/Desayuno y Merienda/Cereales/,145.49,145.49,https://www.hiperlibertad.com.ar/tortuga-de-chocolate-arcor-150-g/p,662,466151
Palitos Salados Pehuamar 190 gr,"Nuestros Clasicos Palitos salados de siempre, con todo el sabor de pehuamar para compartir en familia",/Almacén/Snacks/Palitos/,175.99,175.99,https://www.hiperlibertad.com.ar/palitos-salados-pehuamar-190-gr/p,61,466139
ATUN DESMENUZADONATURAL.LC.24X170,ATUN DESMENUZADONATURAL.LC.24X170,/Almacén/Conservas/Conservas de pescado/,229.04,229.04,https://www.hiperlibertad.com.ar/atun-desmenuzadonatural-lc-24x170/p,636,466043
ARROZ PARBOIL VANGUA X 1 KG ARROZ PARBOIL VANGUARDIA X 1 KG,ARROZ PARBOIL VANGUA X 1 KG,/Almacén/Arroz y Legumbres/Arroz/,183.99,183.99,https://www.hiperlibertad.com.ar/arroz-parboil-vangua-x-1-kg/p,32,464918
PATO DIS ADH CITRUS REP 24X36,PATO DIS ADH CITRUS REP 24X36,/Limpieza/Limpieza de Baño/Pastillas y Bloques/,351.49,351.49,https://www.hiperlibertad.com.ar/pato-dis-adh-citrus-rep-24x36/p,228,464255
YERBA TARAGUI 4FLEX  X 500 GRS,YERBA TARAGUI 4FLEX  X 500 GRS,/Almacén/Desayuno y Merienda/Yerbas/,329.7,329.7,https://www.hiperlibertad.com.ar/yerba-taragui-4flex-x-500-grs/p,549,464221
SUAVizante DOWNY NATURAL COCO 500ML,SUAVizante DOWNY NATURAL COCO 500ML,/Limpieza/Cuidado de la Ropa/Suavizantes/,497.99,471.99,https://www.hiperlibertad.com.ar/suavizante-downy-natural-coco-500ml/p,121,463375
VACÍO DE NOVILLITO x 1 kg,VACÍO DE NOVILLITO x 1 kg,/CARNES/Carne vacuna/,1469.0,1469.0,https://www.hiperlibertad.com.ar/vacio-de-novillito-x-1-kg/p,93,462973
QUESO CREMÓN LIGHT X 480 GR QUESO CREMÓN LIGHT X 480 G,Queso Cremón Light x 480Gr,/QUESOS Y FIAMBRES/Quesos/Quesos blandos/,657.99,657.99,https://www.hiperlibertad.com.ar/queso-cremon-light-x-480gr/p,103,462911
ZAPALLO ANGOLA X 1KG,Zapallo Angola Fraccionado x 1Kg (1/2 zapallo),/Frutas y Verduras/Verduras/Verduras sueltas/,279.0,279.0,https://www.hiperlibertad.com.ar/zapallo-angola-fraccionado-x-1kg-1-2-zapallo/p,702,462872
POMELO X 1KG,Pomelo Fraccionado x 1kg,/Frutas y Verduras/Frutas/Frutas sueltas/,179.0,179.0,https://www.hiperlibertad.com.ar/pomelo-fraccionado-x-1kg/p,101,462870
Jugo Cepita del Valle 25% Multifruta 1 Lt,Jugo Cepita del Valle 25% Multifruta 1 Lt,/Bebidas/JUGOS/LISTOS PARA TOMAR/,169.99,169.99,https://www.hiperlibertad.com.ar/jugo-cepita-del-valle-25-multifruta-1-lt/p,559,462783
